15210,94986,9498613,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳｶﾉｴ,新潟県,十日町市,中条庚,0,0,0,0,0,0
15210,94986,9498617,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳｷ,新潟県,十日町市,中条己,0,0,0,0,0,0
15210,94986,9498615,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳｺｳ,新潟県,十日町市,中条甲,0,0,0,0,0,0
15210,94986,9498611,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳﾃｲ,新潟県,十日町市,中条丁,0,0,0,0,0,0
15210,94986,9498614,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳﾍｲ,新潟県,十日町市,中条丙,0,0,0,0,0,0
15210,94986,9498618,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｼﾞｮｳﾎﾞ,新潟県,十日町市,中条戊,0,0,0,0,0,0
15210,94802,9480214,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶｾﾝﾀﾞ,新潟県,十日町市,中仙田,0,0,0,0,0,0
15210,948,9480042,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶﾑﾗ,新潟県,十日町市,中村,0,0,0,0,0,0
15210,94801,9480135,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｶﾔｼｷ,新潟県,十日町市,中屋敷,0,0,0,0,0,0
15210,94985,9498554,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅｸﾞﾓ,新潟県,十日町市,南雲,0,0,0,0,0,0
15210,94215,9421535,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,ﾅﾋﾞﾛｳ,新潟県,十日町市,名平,0,0,0,0,0,0
